created_at,original_tweet,tweet
2022-01-28 11:45:38+00:00,"@schfess PTM 100%, 50% bnr2 ga efektif mnrt gue'",ptm bener efektif menurut  gue
2022-01-28 11:11:51+00:00,"@schfess ptm (50%) enak karna materi bisa masuk ke otak, bisa interaksi langsung sama temen &amp; guru. pjj juga enak k https://t.co/tFkU0dBH4C'",ptm enak karna materi masuk otak interaksi langsung sama temen amp guru pjj enak
2022-01-28 11:11:41+00:00,"@schfess Adek aku jdi ptm 50% skrng krn tmnnya +.. masalahnya minggu +, senin - ,selasa orngnya sekolah.. gk kasian apa sama tmn2 yg lain?'",adek aku jadii ptm sekarang karena temannya masalahnya orngnya sekolah kasian sama teman lain
2022-01-28 11:08:42+00:00,"RT @kyawoocute: @schfess Menurut aku nggak, semenjak ptm tugas hampir berkurang 50% nan menurut aku, kaloe pjj 100% tugas terus karena eman '",menurut aku nggak semenjak ptm tugas hampir berkurang menurut aku kalau pjj tugas karena aman
2022-01-28 10:53:45+00:00,"@schfess 50 50 si, ptm seru bgtt tp capeknya ituloh klo pjj capek bisa langsung tiduran'",ptm seru bangett  capeknya kalau pjj capek langsung tiduran
2022-01-28 10:52:19+00:00,"@schfess sejujurnya ngga, tp kl msh 50% gini terus juga capek. kl gurunya bisa bagi diri secara adil bagi yg ptm ma https://t.co/I9OahIiO6p'",sejujurnya ngga kalau capek kalau gurunya bagi diri secara adil bagi ptm
2022-01-28 10:49:30+00:00,"@schfess ptm 100% biar bisa deket sama semua tmn di kelas, kalo 50% kan di bagi 2 sesi jadii ga kenal aja gitu cang https://t.co/rzlXVRAh8q'",ptm biar deket sama semua teman kelas kalau bagi sesi jadi kenal jadi canggung
2022-01-28 10:39:23+00:00,@schfess PTM tapi tidak 100% maunya cuman 50% supaya lebih dekat dulu sama teman - teman baru yang ikut PTM',ptm tidak maunya cuma supaya lebih dekat sama teman teman ikut ptm
2022-01-28 10:31:47+00:00,"@schfess pengen ga pengen, gue maunya 50% kaya kemaren2. soalnya semenjak ptm 100% tugas kelompok gue makin ngadi2 https://t.co/q9yTFPNLkc'",pengen pengen gue maunya kaya kemarin soalnya semenjadik ptm tugas kelompok gue makin nga
2022-01-28 10:19:36+00:00,"@schfess 100% persen soalnya temen gua di sesi satu semua dan gua di sesi dua, terus klo ptm 50% kek gaenak jauh jauhan bener duduknya'",persen soalnya temen gua  sesi semua gua  sesi dua kalau ptm kayak gaenak jadiuh jadiuhan bener duduknya
2022-01-28 10:18:37+00:00,@schfess buatku lebih enak 50% ptm',buatku lebih enak ptm
2022-01-28 10:17:50+00:00,"@schfess Sama kayak sekolahku, walau masih ptm 50% ada yang positif. Malah sekolahku rencananya mau ptm 100% minggu depan'",sama kayak sekolahku walau ptm ada positif malah sekolahku rencananya mau ptm depan
2022-01-28 10:00:01+00:00,@schfess Ptm 50%  Gua ga sanggup kyknya kalo ptm 100%',ptm gua sanggup kayaknya kalau ptm
2022-01-28 09:58:31+00:00,sedih bgt masa ptm nya 50% lagi :((((((',sedih banget masa ptm lagi
2022-01-28 09:56:50+00:00,@schfess Wkwkwkw gak sih pengen ptm 50% lagi aja',wkwk gak pengen ptm lagi aja
2022-01-28 09:51:41+00:00,@schfess Ternyata ada untungnya juga ptm 50% tiap hari jadi ikut takut kalo ptm 100%',ternyata ada untungnya ptm tiap jadi ikut takut kalau ptm
2022-01-28 09:46:49+00:00,"@schfess 100% PTM, kalo 50% PTM tu penyampaian materinya ngga sama rata, ini dikelas gue sendiri aja udah ngerasain https://t.co/JBDKopzxxh'",ptm kalau ptm penyampaian materinya ngga sama rata kelas gue  jadi udah ngerasain
2022-01-28 09:45:43+00:00,@schfess Enakan 100% jelass.. ptm 50% yang di rumah kaya orang dongo :)',enakan jelas ptm  rumah kaya dongo
2022-01-28 09:40:56+00:00,"@schfess gamau, maunya sih 50% aja soalnya lebih bisa fokus. Anak anak kls gua pas ptm 100% berisik banget sampe gu https://t.co/KLuePJhKYh'",gamau maunya jadi soalnya lebih fokus anak anak kelas gua ptm berisik banget sampai guru marah
2022-01-28 09:35:12+00:00,"Yashhhhh, mingdep PTM masih 50%, alhamdulillah  '",yeah ptm alhamdulillah
2022-01-28 09:32:21+00:00,@schfess Ga tapi pengen ptm nya 50% aja Jadi tetep ada 2 sesi engga di gabung 6',ga pengen ptm aja jadi tetep ada sesi engga gabung
2022-01-28 09:31:44+00:00,bisa gasih ptm 50% ajhhhh',gasih ptm aja
2022-01-28 09:23:53+00:00,"@schfess Mungkin aku 50%, tugas ptm 100% ga ngotak parah'",mungkin aku tugas ptm ga ngotak parah
2022-01-28 08:47:34+00:00,@schfess sama nder tp ak ptm nyamasih 50%',sama nder aku ptm nyaman
2022-01-28 08:05:21+00:00,"@schfess ptm 50%, krn g rame &amp; lebih mudah ngerti materinya'",ptm karena rame lebih mudah ngerti materinya
2022-01-28 05:45:27+00:00,"@subschfess Udah pas semester 1 ptm 50%. Btw semangatt sender, semoga nilainya memuaskan'",udah semester ptm way semangatt sender semoga nilainya memuaskan
2022-01-28 05:44:05+00:00,"@schfess Waktu ptm 50% sering deg degan tapi setelah ptm 100% jadi nggak, paling kadang males aja kalo ada mapel yg https://t.co/HglsmAqRNM'",ptm sering deg degan setelah ptm jadi enggak paling kadang males jadi kalau ada mata pelajaran
2022-01-28 05:32:48+00:00,"@schfess sekolahku masih ptm 50%, itupun ga wajib.. boleh ptm boleh ngga, tapi byk yg milih gak ptm jadi yaagitu:"") takuutt banget sih...'",sekolahku ptm gak wajib boleh ptm boleh ngga banyak milih gak ptm jadi takut banget
2022-01-28 04:54:36+00:00,berat badan gue biasanya tuh 49/50 dan sebenernya i felt very confident dengan b'segitu. badan gue bagus i know th https://t.co/4bACklR65m',berat badan gue biasanya sebenernya felt confident bsegitu badan gue bagus know th
2022-01-28 04:18:14+00:00,@SQOURG1FY sama bgtt beberapa sekolah nerapin 100% pasti ada aja yg kena dan kebijakan beberapa sekolah langsung pt https://t.co/FhBzN3Zsh',sama bgtt beberapa sekolah nerapin pasti ada jadi kena kebijadikan beberapa sekolah langsung pt
2022-01-28 04:14:27+00:00,Udah melakukan daring buat anak2 seminggu ini walau sekolah memaksakan PTM 100% (setelah sebelumnya komitmen sekola https://t.co/HFNlIyzDew',udah melakukan daring buat anak walau sekolah memaksakan ptm setelah sebelumnya komitmen sekola
2022-01-28 03:05:36+00:00,@schfess 50% nihh masih ptm tapi juga pjj',nihh ptm pjj
2022-01-28 03:00:58+00:00,@bingiung yadongg ptm masih 50% jadi lebih cpet pulangnya yhahhaa iri gk loe',yadongg ptm jadi lebih cpet pulangnya yhahhaa iri loe
2022-01-28 02:55:45+00:00,@tjapoenglaut @nadiemmakarim Anakku PTM baru 50% capt. Hari ini online dari rumah',anakku ptm capt online dari rumah
2022-01-28 02:18:14+00:00,"@Benedictuswinn1 @muhammadariel_r @CNNIndonesia Menurut saya, jangan hentikan ptm 100 persen. AKAN TETAPI, pemda di https://t.co/7xbRrZETf8'",menurut saya jangan hentikan ptm persen tetapi pemda 
2022-01-28 01:46:10+00:00,"@drpriono1 dgn makin melonjaknya kasus harian akibat varian Omicron, ditambah dgn subvarian baru ini, akan lbh baik https://t.co/px0MuvOMaG'",makin melonjadiknya kasus harian akibat varian omicron tambah subvarian lbh baik
2022-01-27 23:51:54+00:00,"RT @hariankompas: Kurang dari sebulan PTM 100 persen diadakan, banyak sekolah ditutup akibat kasus penularan. Perhimpunan Pendidikan dan Gu '",  kurang dari sebulan ptm persen adakan banyak sekolah tutup akibat kasus penularan perhimpunan penkan gu
2022-01-27 23:45:00+00:00,"Kurang dari sebulan PTM 100 persen diadakan, banyak sekolah ditutup akibat kasus penularan. Perhimpunan Pendidikan https://t.co/q8CgO4UiKw'",kurang dari sebulan ptm persen adakan banyak sekolah tutup akibat kasus penularan perhimpunan penkan
2022-01-27 23:32:28+00:00,"@tsetiady Ya itulah, selama status pandemi blm dicabut seharusnya sekolah PTM tetap 50%, kembalikan keputusan pd ma https://t.co/cDN0DLYAGP'",itulah selama status pandemi belum cabut seharusnya sekolah ptm tetap kembalikan keputusan pd
2022-01-27 22:04:20+00:00,@schfess ptm dan pjj wkwkwk alias ptmt 50% lagi',ptm pjj wkwkwk alias ptmt lagi
2022-01-27 20:45:58+00:00,"RT @kumparan: Jadi seingat saya ya kalau kasusnya naik, PPKM-nya naik, dia harus turun dari 100 ke 50 persen. Kalau dia naik lagi, turun l '",  jadi seingat saya kalau kasusnya naik ppkmnya naik turun dari persen kalau naik lagi turun
2022-01-27 20:38:33+00:00,"Jadi seingat saya ya kalau kasusnya naik, PPKM-nya naik, dia harus turun dari 100 ke 50 persen. Kalau dia naik lag https://t.co/cdFcweO0sy'",jadi seingat saya kalau kasusnya naik ppkmnya naik turun dari persen kalau naik lag
2022-01-27 16:23:36+00:00,"Kenapa beberapa daerah langsung berani PTM 100% dah, daerah gw masih 50% anjr'",beberapa daerah langsung berani ptm dah daerah gue anjr
2022-01-27 15:48:33+00:00,"@subschfess Sedih ga sih aku hampir 2 tahun SMA sekolah full siswa sama guru cuma sehari, itupun bersih-bersih kela https://t.co/hKO7tT8U4V'",seh aku hampir samaa sekolah full siswa sama guru cuma sehari bersihbersih kela
2022-01-27 15:25:28+00:00,"pjj, ptm oke kalo 50% https://t.co/JjTNthcf0u'",pjj ptm oke kalau
2022-01-27 15:03:19+00:00,Jujur PJJ lebih efektif. PTM 50% aja ga efektif apalagi 100% https://t.co/0Zhq1J9i1Q',jujur pjj lebih efektif ptm jadi efektif
2022-01-27 15:00:53+00:00,"RT @KompasTV: Menkes Budi Gunadi: Kalau Kasusnya Naik, PTM 100 Persen Harus Turun Jadi 50 https://t.co/tmK6nfRGX2 https://t.co/FsPrBCau99'",  menkes bu guna kalau kasusnya naik ptm persen turun jadi
2022-01-27 14:49:02+00:00,"RT @KompasTV: Menkes Budi Gunadi: Kalau Kasusnya Naik, PTM 100 Persen Harus Turun Jadi 50 https://t.co/tmK6nfRGX2 https://t.co/FsPrBCau99'",  menkes bu guna kalau kasusnya naik ptm persen turun jadi
2022-01-27 14:44:36+00:00,"RT @KompasTV: Menkes Budi Gunadi: Kalau Kasusnya Naik, PTM 100 Persen Harus Turun Jadi 50 https://t.co/tmK6nfRGX2 https://t.co/FsPrBCau99'",  menkes bu guna kalau kasusnya naik ptm persen turun jadi
2022-01-27 14:43:05+00:00,"Menkes Budi Gunadi: Kalau Kasusnya Naik, PTM 100 Persen Harus Turun Jadi 50 https://t.co/tmK6nfRGX2 https://t.co/FsPrBCau99'",menkes bu guna kalau kasusnya naik ptm persen turun jadi
2022-01-27 13:48:45+00:00,"Saran yg sangat baik dr Perhimpunan Pendidikan dan Guru (P2G), yg berada di ujung tombak pendidikan Semoga Gubern https://t.co/hR5I477QJR'",saran sangat baik dari perhimpunan penkan guru pg berada  ujung tombak penkan semoga gubern
2022-01-27 13:44:21+00:00,"seharian ini isinya sambat mulu ttg tugas sekolah. tapi emang secapek itu. tadi pulang ptm jam 11.15, lanjut kerja https://t.co/rddeWWXRlX'",seharian isinya sambat mulu ttg tugas sekolah emang secapek pulang ptm jam lanjut kerjadi
2022-01-27 13:37:01+00:00,"ahh shit binder catetan mtk gue ketinggalan di laci kelas, mana bsk pas ngga ke sekolah lagi gegara balik lagi ptm nya 50%'",ahh shit binder catetan mtk gue ketinggalan  laci kelas bsk sekolah lagi gegara balik lagi ptm
2022-01-27 13:13:05+00:00,"@kompascom Hhmmm...\xf0\x9f\xa4\x94  Yth, Pak .@BudiGSadikin  .@KemenkesRI  Prof .@ProfesorZubairi  PTM siswa2 di Pekanbaru : SMP, https://t.co/TfUieA5VCl'",hhmmmxfxfxax yth prof ptm siswa  pekanbaru samap
2022-01-27 12:44:39+00:00,"@Dokyeomiinee kayaknya ga otomatis diliburin dehh, tetep ptm 50% gitu :(( soalnya tempetku gituu :( stay safe ya waa!!!'",kayaknya otomatis liburin dehh tetep ptm soalnya tempetku gituu stay safe waa
2022-01-27 12:14:47+00:00,"@dirgarambe No 2 susah dihindari Dok. Bekasi PTM 100%, dan masih WFO 50%.'",susah hindari dok bekasi ptm wfo
2022-01-27 12:08:23+00:00,RT @irasjafii: @PerkasaHabsyah Sebagai ibuk2 yg suka memantau kepatuhan prokes di sekolah  dan juga dulu aktif memantau kedisiplinan nakes ',  sebagai ibuk suka memantau kepatuhan prokes  sekolah aktif memantau kesiplinan nakes
2022-01-27 12:08:00+00:00,@PerkasaHabsyah Sebagai ibuk2 yg suka memantau kepatuhan prokes di sekolah  dan juga dulu aktif memantau kedisiplin https://t.co/IHyhDiXc3V',sebagai ibuk suka memantau kepatuhan prokes  sekolah aktif memantau kesiplin
2022-01-27 12:07:30+00:00,"Tiga Siswa Terpapar Covid-19, PTM Turun 50 Persen https://t.co/6Odih700P8 via @radarjogja'",tiga siswa terpapar covid ptm turun persen via
2022-01-27 11:20:16+00:00,stress ptm mau back 50%',stress ptm mau back
2022-01-27 11:11:37+00:00,@convomf Jangan sampe minimal mah 50% PTM sisanya pjj jangan terus terusan pjj anjir',jangan sampai minimal mah ptm sisanya pjj jangan terusan pjj anjir
2022-01-27 10:52:04+00:00,@schfess gaada nder aku masih ptm 50%',gaada nder aku ptm
2022-01-27 09:47:01+00:00,"Kasus Covid-19 Kembali Melonjak, Asosiasi Guru Desak PTM Cukup 50 Persen https://t.co/eHVk6x5VbV'",kasus covid kembali melonjadik asosiasi guru desak ptm cukup persen
2022-01-27 09:36:55+00:00,"90 Sekolah Ditutup karena Covid-19, P2G Mendesak Anies PTM 50 Persen https://t.co/5NNps47M0z'",sekolah tutup karena covid pg mendesak anies ptm persen
2022-01-27 09:32:40+00:00,"Kasus Naik, Asosiasi Guru Desak PTM 50 Persen https://t.co/R79nSB5Lwx'",kasus naik asosiasi guru desak ptm persen
2022-01-27 06:51:54+00:00,@__Sridiana_3va Daerah mana sich...klo cilacap jateng ptm 50% dan di bagi dua sift masuknya',srianava daerah sichkalau cilacap jaditeng ptm  bagi dua sift masuknya
2022-01-27 05:48:53+00:00,@txtdrimedia PTM 50% jd baru masuk sdikit muridnaa wkwkwkwkk @nadiarastafary @dyahdewaayu @crowdinthespace',ptm jadi masuk sakit muridnya wkwkk
2022-01-27 04:04:32+00:00,"gue uda gila, ini gue gila banget, gue butuh pjj. atau ptm 50% tapi absen 1-19, 20-37 gue udah ga tahan dengan sega https://t.co/iV5ZhUTzyv'",gue uda gila gue gila banget gue butuh pjj atau ptm absen gue udah tahan sega
2022-01-27 04:04:13+00:00,"Sejak anak sekolahan full ptm, kerasa bangeeeettt capeknya pp sda - sby krn jalanan bener2 macet tiap pagi. Yang bi https://t.co/DPOPYWgCBX'",sejak anak sekolahan full ptm kerasa bangettt capeknya pp sda sby karena jalanan bener macet tiap pagi
2022-01-27 03:51:14+00:00,@choisantay Iya aku juga denger antara ga ada PTM atau ga PTM 50%',iya aku denger antara ada ptm atau ptm
2022-01-27 03:44:16+00:00,"@drpriono1 @nadiemmakarim tapi apakah TIMING-nya tepat ?  di tengah melonjaknya kasus harian Covid-19, PTM dipaksak https://t.co/81Keg4WrgI'",apakah timingnya tepat  tengah melonjadiknya kasus harian covid ptm paksakan
2022-01-27 02:51:53+00:00,@mawardinurullah @ProfesorZubairi liat dulu dilapangan pelaksanaan aslinya kyk gmn.. tiap hari balik sklh ruwet kyk https://t.co/MGm30lBZUr',liat lapangan pelaksanaan aslinya kayak tiap balik sekolah ruwet kayak
2022-01-27 02:43:16+00:00,"@woochyze ptm tapi 100%, soalnya kalo 50 doang flop'",ptm soalnya kalau doang flop
2022-01-27 02:01:17+00:00,@AmamiMichiChan @schfess sama banget udah PTM 100% sekarang PJJ dan PTM 50%',sama banget udah ptm sekarang pjj ptm
2022-01-27 00:50:15+00:00,"@notsamwitiwicky @atjandrasa @ProfesorZubairi Btw sebelum PTM 50:50, wali murid disurvey mau daring atau luring, da https://t.co/mMW8Buzy7g'",way sebelum ptm wali murid survey mau daring atau luring da
2022-01-27 00:35:27+00:00,sekolah rin balik ke 50% ptm gegara ada yg c word. trs hari ini rin milih buat ga masuk sekolah krn takut e',sekolah rin balik ptm gegara ada word terus rin milih buat masuk sekolah karena takut
2022-01-26 22:50:06+00:00,"@subschfess Kami minggu lalu udh  Tapi gegara kabupaten kami level 2 Omicron , jadinya kami dibuat PTM 50%'",lalu udah gegara kabupaten level omicron jadinya buat ptm
2022-01-26 22:03:21+00:00,ptm jdi 50% jngn bilang gw duduk jdi di depan',ptm jadii jngn gue duduk jadii  depan
2022-01-26 20:36:15+00:00,@shashitsu Kalau gitu balik lagi ke kebijakan masing-masing sekolah. Sekolahku menetapkan selama semester 1 kemaren https://t.co/MJkboJvqDE',kalau balik lagi kebijadikan masingmasing sekolah sekolahku menetapkan selama semester kemarin
2022-01-26 18:17:34+00:00,mulai mencium aroma aroma ptm 50% nih',mulai mencium aroma aroma ptm
2022-01-26 18:14:20+00:00,"@schfess aku 50:50 sih. masing2 ada kurlebnya. pjj alu jenuh, tp enak jd lebih ga cape fisik. ptm asik ktmu tmn2, 'https://t.co/tCqWP8Jdt0'",aku masing ada kurang lebihnya pjj aku jenuh enak jadi lebih cape fisik ptm asik ketemu teman
2022-01-26 16:29:06+00:00,"@schfess males, ngotorin seragam, buang bensin, soalnya pas hari itu tuh cmn pensi doang gt jd ya ngapain mending d https://t.co/erKhWBafie'",males ngotorin seragam buang bensin soalnya cmn pensi doang jadi mending
2022-01-26 16:11:05+00:00,ptm 50% mending kl ada ulhar online semua aja',ptm mending kalau ada ulhar online semua jadi
2022-01-26 15:51:15+00:00,@schfess PTM 50% nder. Kelas 10 sama 11 gantian masuknya per Minggu udah gitu dibagi dua sesi selang seling sehari https://t.co/yXhqxLI279',ptm nder kelas sama gantian masuknya per udah bagi dua sesi selang seling sehari
2022-01-26 15:37:57+00:00,jujurrr lebih suka ptm yang 50% tapiii temen gueee bedaa sesiii dan gue gapunya temen lg di sesi yg sama kaya gueee',jujur lebih suka ptm tapi temen gue beda sesi gue gapunya temen lagi  sesi sama kaya gue
2022-01-26 15:26:25+00:00,besok pengen ijin bleh gak ya tapo ptm udah 50% aku gadapet duit tiap hari lg tapi serius lg period ga enakkk bange https://t.co/EahXHhP1M',besok pengen ijin boleh gak ya ptm sudah aku gadapet duit tiap lagi serius lagi period enak banget
2022-01-26 15:10:20+00:00,"sch! sender 50% pengen pjj, tapi 50% pengen ptm'",sender pengen pjj pengen ptm
2022-01-26 15:08:09+00:00,"b""balik ptm 50% lg krn ada yg + :')""",balik ptm lagi karena ada
2022-01-26 14:55:29+00:00,drpd 50% ptm mending 100% pjj',ptm mending pjj
2022-01-26 14:45:03+00:00,  sekolah sender mau balik ptm 50% lagi huhu padahal udah enak full :(',sekolah sender mau balik ptm lagi huhu udah enak full
2022-01-26 14:40:00+00:00,"""Itu kami evaluasi. Ketentuannya kalau di level 3 baru 50%,"" katanya di Balai Kota DKI Jakarta, Rabu (26/1).  Sumbe https://t.co/13J1mpOBnm'",evaluasi ketentuannya kalau  level katanya  balai kota dki jadika a sumbe
2022-01-26 14:38:30+00:00,bsk ptm 50% lagi tp kok ak galaux LAGIAN KPN JD BANYAK YG POSITIF SIH ELAH',bsk ptm lagi  ak galaux lagian kpn jadi banyak positif elah
2022-01-26 14:30:07+00:00,@schfess ga ada temen sebangku krn masih ptm 50%',ada temen sebangku karena ptm
2022-01-26 14:06:39+00:00,@e100ss kenapa yg kuliah masih ptm terbatas 50/50 sedangkan tingkatan PAUD dan TK yg jelas ngatur diri nya sendiri https://t.co/UimAPz8MJo',kuliah ptm terbatas sedangkan tingkatan paud tk jelas ngatur ri 
2022-01-26 12:51:32+00:00,untuk anak-anak sekolah di Jakarta yg rada khawatir karena masih PTM full 100% (atau 50%) padahal kasus covid lagi https://t.co/zydX5a1IH6',anak anak sekolah jakarta rada khawatir karena ptm full kasus covid lagi
2022-01-26 12:27:27+00:00,"50/50 deh, suka ptm karna ketemu crush, pjj karna seru di rumah belajar https://t.co/33pfri2TlZ'",deh suka ptm karna ketemu crush pjj karna seru  rumah beljadir
2022-01-26 12:10:10+00:00,@aniesbaswedan assalamualaikum sehubungan dengan naik nya angka covid di DKI apakah masih layak PTM 100% sementara https://t.co/23bseWGB2f',assalamualaikum sehubungan naik angka covid  dki apakah layak ptm sementara
2022-01-26 12:09:34+00:00,"@TirtoID Ngajar 50% gini sumpah capek banget. Wes mending 100%. Entah semua PJJ atau semua PTM, asal jangan separoh2'",ngajadir sumpah capek banget wes mending entah semua pjj atau semua ptm asal jangan separoh
2022-01-26 12:07:13+00:00,"@DKIJakarta Trus bagaimana dengan PTM..? kasus udh tambah begini ko PTM masih di lanjutkan..kasian lah anak"" sement https://t.co/SlC1GkLtvv'",terus ptm kasus udah tambah begini ko ptm  lanjutkankasian anak sement
2022-01-26 12:02:34+00:00,@newsplatter Kl ga distop..minimal jadi ptm 50% lah....',kalau ga stop minimal jadi ptm
2022-01-26 11:09:23+00:00,besok gua ptm 50% lg anjir menggabut',besok gua ptm lagi anjir menggabut
2022-01-26 10:59:44+00:00,"Sch!  GUYSS doain daerah ku tetap safe yaa, biar sekolahku tetep jalann walau cuma 50% 50%, yg penting tetep PTM!!! https://t.co/sWyF9qjDUk'", guyss doain daerah tetap safe yaa biar sekolahku tetep jadilann walau cuma penting tetep ptm
2022-01-26 10:56:02+00:00,@schfess ptm tapi 100%  50% ga asikkk',ptm asik
2022-01-26 10:11:23+00:00,"Bekasi ketularan sih kayanya nanti.. br 2 minggu ptm, msh 50% pula, udh disuruh bdr lg aja krn ada guru yg positip https://t.co/nPgRm9LBHe'",bekasi ketularan kayanya nanti ptm pula sudah suruh belajar dari rumah lagi jadi karena ada guru positif
2022-01-26 09:52:31+00:00,"""Ketentuannya kalau (PPKM) di level 3, baru PTM bisa kami turunkan jadi 50 persen,"" kata Riza.   https://t.co/ASf0Aga5hH'",ketentuannya kalau ppkm  level ptm turunkan jadi persen kata riza
2022-01-26 06:56:29+00:00,"@schfess PTM tapi 50% soalnya kalo 100% menurutku ga kondusif banget, kelasku tu bener-bener serame itu'",ptm soalnya kalau menurutku kondusif banget kelasku benerbener serame
2022-01-26 04:15:18+00:00,"kalau ptm kmrn sih cepet gegara 1 matkul doang, trs yg dijadiin ptm cuma 2sks, 2sksnya lg yg sisa tetep daring  tp https://t.co/5s5XhofOOw'",kalau ptm kemarin cepet gegara mata kuliah doang terus jadiin ptm cuma sks sksnya lagi sisa tetep daring 
2022-01-26 03:05:33+00:00,"@schfess pjj, kmrn ptm masih 50% masih enak, skrg 100% gaenak cape'",pjj kemarin ptm enak sekarang gaenak cape
2022-01-26 02:32:16+00:00,"RT @ferdymad: @aik_arif PTM 50% jg menjadi resiko penyebaran Omicron.., dan anak2 kita yg terdampak'",ptm menjadi resiko penyebaran omicron anak terdampak
2022-01-26 02:24:19+00:00,alias gue udah pewe banget sama ptm 50%',alias gue udah pewe banget sama ptm
2022-01-26 02:11:27+00:00,LAH katanya mau ptm 50% lagi awokwkwkkw ngabrut!! ngakak brutallll',katanya mau ptm lagi wkwk ngabrut ngakak brutal
2022-01-26 01:50:47+00:00,"@fulllsun0_0 yah, emang udah bener ptm 50% deh drpd 100% tp ujung ujungnya bakal pjj semua lagi'",emang udah bener ptm deh  ujung ujungnya bakal pjj semua lagi
2022-01-26 01:46:33+00:00,"@satorvx oiya gw soalnya lgi skolah onlen, ini klian udh ptm 100% atau ptm 50%?'",oiya gue soalnya lgi sekolah onlen klian udah ptm atau ptm
2022-01-26 01:45:05+00:00,"@asaM1CC Udh ptm, tapi baru 50% jdi kaya seminggu ptm seminggu pjj gituu'",udah ptm jadii kaya ptm pjj gituu
2022-01-26 01:26:49+00:00,"@jihoonsay PJJ. Kalo PTM minusnya terlalu banyak tugas sampe kelimpungan, tapi plusnya jadi lebih rajin sih. Kalo P https://t.co/IBNDCl6s8k'",pjj kalau ptm minusnya terlalu banyak tugas sampai kelimpungan plusnya jadi lebih rajin kalau
2022-01-25 23:31:37+00:00,"@kabjagiband kayaknya ga semua deh.. mungkin pas awal awal, terus ketika ada siswa yang kena c word jadi pjj lagi atau ptm 50%'",kayaknya semua deh mungkin awal awal ketika ada siswa kena word jadi pjj lagi atau ptm
2022-01-25 23:26:36+00:00,"sch! Sekolah sender mulai bsk PTM nya 50% lagi, sedih bgt padahal lebih asik PTM '",sekolah sender mulai besok ptm lagi sedih banget lebih asik ptm
2022-01-25 16:55:52+00:00,"@schfess SEKOLAHKU MALAH PTM IH, asalnya 50 skrg jadi 100'",sekolahku malah ptm ih asalnya sekarng jadi
2022-01-25 16:08:24+00:00,ya allah baru sehari ptm 50% tau tau kakel gue positip 3 orang',allah sehari ptm tau tau kakel gue positif
2022-01-25 16:08:10+00:00,@schfess aku justru mau ptm terus aja tapi sekolahku masih ptm 50%. soalnya aku tipe yg bakal rajin kalo liat langs https://t.co/bxa8coDBED',aku justru mau ptm jadi sekolahku ptm soalnya aku tipe bakal rajin kalau liat langsung
2022-01-25 15:55:06+00:00,"@schfess masih pjj malah, ptm juga masih 50%, semoga jangan 100% dulu deh'",pjj malah ptm semoga jangan deh
2022-01-25 15:03:02+00:00,jujur gue tambah stres ptm 50% ga jelas gini',jujur gue tambah stres ptm jelas
2022-01-25 14:54:37+00:00,"@schfess baru jalan 2 hari sih, masih fine fine aja soalnya masih 4 jam an doang. tugasnya udah mulai ke tolong, ud https://t.co/Ej4kvNh6hE'",jadilan fine fine jadi soalnya jam doang tugasnya udah mulai tolong ud
2022-01-25 14:52:27+00:00,@schfess Ptm 100% tp kalau keadaan g memungkinkan mending daring sekalian daripada 50% :(',ptm  kalau keadaan memungkinkan mending daring sekalian
2022-01-25 14:51:13+00:00,@schfess 50%.... jujur semisal sekolah aku udah ngadain ptm 100% aku takut banget.... mana protokol udah mulai kend https://t.co/uVKLWI6Ru1',jujur semisal sekolah aku udah ngadain ptm aku takut banget protokol sudah mulai kendali
2022-01-25 13:33:30+00:00,"Besok ptm 100%?? hadeh 50% aja aku dh tertekan, gimana kalo 100%'",besok ptm hadeh jadi aku dah terekan kalau
2022-01-25 13:19:14+00:00,@schfess Kemarin dikabarin ptm 50% hari ini dikabarin pjj 100%',kemarin kabarin ptm kabarin pjj
2022-01-25 13:16:34+00:00,sch! Sedih besok sekolah 50% lagi padahal udah seneng 100% ptm https://t.co/HMOkdajZbG',sedih besok sekolah lagi udah seneng ptm
2022-01-25 12:59:18+00:00,"Daripada PJJ lagi mending PTM tapi 50% terus dikasih jeda setiap sesi 1 minggu, soalnya kalo balik PJJ 100% nilai g https://t.co/cyh38HJzO8'",pjj lagi mending ptm kasih jeda setiap sesi soalnya kalau balik pjj nilai
2022-01-25 12:18:15+00:00,jgn ptm 50% dong aku gabetah dirumah',jangan ptm dong aku gabetah rumah
2022-01-25 11:54:40+00:00,Vaksin dosis 2 harus tercapai sekitar 80% bagi guru dan tenaga pendidikan lainnya. Dan 50% bagi masyarakat lain.  J https://t.co/FcaBcO9Rbg',vaksin dosis tercapai sedikitar bagi guru tenaga penkan lainnya bagi masyarakat lain
2022-01-25 11:48:49+00:00,"@stuwithdy wahh padet bangetaku yang baru ptm 50% aja udah capee huhu, semangat kamuu'",wah padat bangetaaku ptm jadi udah cape huhu semangat
2022-01-25 11:34:40+00:00,"@ninoriano Gantian WFH seminggu sekali (50%). Eh, sekarang total karena suite sebelah ada yang positif... bocah jug https://t.co/u12WNTXuXx'",gantian wfh sekali eh sekarang total karena suite sebelah ada positif bocah
2022-01-25 10:56:23+00:00,kapan ptm 100% njirrrr?? udah agak ga tahan kalo 50% terus',ptm njir udah agak gak tahan kalau
